Customer ID,Total_Revenue,Total_Orders,CLV,CLV_Segment
13721.0,741.54,2,741.54,Medium Value
13722.0,5635.41,10,5635.41,VIP
13723.0,1209.2,6,1209.2,High Value
13724.0,213.01,1,213.01,Low Value
13725.0,1980.56,8,1980.56,High Value
13726.0,1079.66,2,1079.66,High Value
13727.0,1080.05,8,1080.05,High Value
13728.0,2855.17,16,2855.17,VIP
13729.0,724.73,3,724.73,Medium Value
13730.0,752.6,2,752.6,Medium Value
13731.0,610.59,2,610.59,Medium Value
13732.0,491.86,1,491.86,Medium Value
13733.0,487.03000000000003,2,487.03000000000003,Medium Value
13734.0,6701.640000000001,4,6701.640000000001,VIP
13735.0,9813.22,13,9813.22,VIP
13736.0,2766.21,7,2766.21,VIP
13737.0,339.6,1,339.6,Low Value
13738.0,440.93,1,440.93,Medium Value
13739.0,292.2,2,292.2,Low Value
13740.0,1597.77,5,1597.77,High Value
13741.0,668.4300000000001,3,668.4300000000001,Medium Value
13742.0,3131.02,12,3131.02,VIP
13743.0,1341.6,7,1341.6,High Value
13744.0,1156.36,2,1156.36,High Value
13745.0,777.36,2,777.36,Medium Value
13746.0,176.69,1,176.69,Low Value
13747.0,249.39999999999998,2,249.39999999999998,Low Value
13748.0,2268.35,9,2268.35,High Value
13750.0,3602.18,11,3602.18,VIP
13751.0,296.25,1,296.25,Low Value
13752.0,1590.73,7,1590.73,High Value
13753.0,2094.57,4,2094.57,High Value
13754.0,447.05,3,447.05,Medium Value
13755.0,2161.35,9,2161.35,High Value
13756.0,9207.5,23,9207.5,VIP
13757.0,195.55,1,195.55,Low Value
13758.0,9416.98,15,9416.98,VIP
13759.0,659.4100000000001,2,659.4100000000001,Medium Value
13760.0,1363.6399999999999,5,1363.6399999999999,High Value
13761.0,1952.17,6,1952.17,High Value
13762.0,2472.48,5,2472.48,VIP
13763.0,5217.44,3,5217.44,VIP
13764.0,2953.26,6,2953.26,VIP
13765.0,352.821,1,352.821,Medium Value
13766.0,190.35,1,190.35,Low Value
13767.0,35540.53,73,35540.53,VIP
13768.0,875.97,2,875.97,Medium Value
13769.0,5800.42,20,5800.42,VIP
13770.0,785.37,4,785.37,Medium Value
13771.0,5728.82,9,5728.82,VIP
13772.0,3114.2200000000003,8,3114.2200000000003,VIP
13773.0,301.54,2,301.54,Low Value
13774.0,345.0,1,345.0,Low Value
13775.0,1049.66,1,1049.66,High Value
13776.0,623.98,2,623.98,Medium Value
13777.0,56478.42,61,56478.42,VIP
13778.0,1124.49,4,1124.49,High Value
13779.0,161.13,1,161.13,Low Value
13780.0,735.82,3,735.82,Medium Value
13781.0,778.83,3,778.83,Medium Value
13782.0,1793.72,13,1793.72,High Value
13783.0,1542.09,4,1542.09,High Value
13784.0,2910.23,14,2910.23,VIP
13785.0,542.49,4,542.49,Medium Value
13786.0,3358.94,6,3358.94,VIP
13787.0,1222.5,6,1222.5,High Value
13788.0,3.75,1,3.75,Low Value
13789.0,239.46,1,239.46,Low Value
13790.0,348.79999999999995,1,348.79999999999995,Medium Value
13791.0,1516.0,2,1516.0,High Value
13792.0,383.95,3,383.95,Medium Value
13793.0,96.0,1,96.0,Low Value
13794.0,126.03,1,126.03,Low Value
13795.0,836.3,4,836.3,Medium Value
13796.0,289.7,1,289.7,Low Value
13797.0,1179.45,3,1179.45,High Value
13798.0,75836.87,110,75836.87,VIP
13799.0,2803.57,9,2803.57,VIP
13800.0,1679.56,3,1679.56,High Value
13801.0,324.8,1,324.8,Low Value
13802.0,26259.11,19,26259.11,VIP
13803.0,1338.91,3,1338.91,High Value
13804.0,3208.52,9,3208.52,VIP
13805.0,924.5999999999999,2,924.5999999999999,High Value
13806.0,256.38,1,256.38,Low Value
13807.0,534.8,3,534.8,Medium Value
13808.0,1747.66,5,1747.66,High Value
13809.0,679.6999999999999,3,679.6999999999999,Medium Value
13810.0,1499.01,3,1499.01,High Value
13811.0,814.5,3,814.5,Medium Value
13812.0,539.0,3,539.0,Medium Value
13813.0,2765.4700000000003,8,2765.4700000000003,VIP
13814.0,2257.32,3,2257.32,High Value
13815.0,7475.74,8,7475.74,VIP
13816.0,571.6700000000001,2,571.6700000000001,Medium Value
13817.0,382.98,2,382.98,Medium Value
13818.0,61.28,1,61.28,Low Value
13819.0,2642.35,6,2642.35,VIP
13820.0,660.65,3,660.65,Medium Value
13821.0,1410.73,6,1410.73,High Value
13822.0,632.0,2,632.0,Medium Value
13823.0,3403.4500000000003,7,3403.4500000000003,VIP
13824.0,3314.76,12,3314.76,VIP
13825.0,255.59,2,255.59,Low Value
13826.0,189.5,1,189.5,Low Value
13827.0,412.05,3,412.05,Medium Value
13828.0,209.49,1,209.49,Low Value
13829.0,102.0,1,102.0,Low Value
13830.0,156.85000000000002,1,156.85000000000002,Low Value
13831.0,7023.58,18,7023.58,VIP
13832.0,613.6899999999999,2,613.6899999999999,Medium Value
13833.0,701.36,2,701.36,Medium Value
13834.0,324.19,2,324.19,Low Value
13835.0,1095.27,7,1095.27,High Value
13836.0,620.37,2,620.37,Medium Value
13837.0,271.24,2,271.24,Low Value
13838.0,1966.09,10,1966.09,High Value
13839.0,139.95000000000002,1,139.95000000000002,Low Value
13840.0,651.4,1,651.4,Medium Value
13841.0,85.0,1,85.0,Low Value
13842.0,5629.91,18,5629.91,VIP
13843.0,319.75,1,319.75,Low Value
13844.0,361.62,1,361.62,Medium Value
13845.0,312.98,1,312.98,Low Value
13846.0,1307.79,4,1307.79,High Value
13847.0,310.72,1,310.72,Low Value
13848.0,3335.0,8,3335.0,VIP
13849.0,3469.3,5,3469.3,VIP
13850.0,1595.48,1,1595.48,High Value
13851.0,4606.46,8,4606.46,VIP
13852.0,187.35000000000002,1,187.35000000000002,Low Value
13853.0,1090.1399999999999,1,1090.1399999999999,High Value
13854.0,12253.96,39,12253.96,VIP
13855.0,1310.3400000000001,4,1310.3400000000001,High Value
13856.0,1142.03,11,1142.03,High Value
13857.0,1001.01,6,1001.01,High Value
13858.0,216.17000000000002,1,216.17000000000002,Low Value
13859.0,515.86,2,515.86,Medium Value
13860.0,1245.9,5,1245.9,High Value
13861.0,273.26,2,273.26,Low Value
13862.0,2556.09,9,2556.09,VIP
13863.0,1239.55,4,1239.55,High Value
13864.0,662.4000000000001,1,662.4000000000001,Medium Value
13865.0,501.56,4,501.56,Medium Value
13866.0,145.67,1,145.67,Low Value
13867.0,1015.29,3,1015.29,High Value
13868.0,3192.54,2,3192.54,VIP
13869.0,8111.57,10,8111.57,VIP
13870.0,5712.08,15,5712.08,VIP
13871.0,7885.85,17,7885.85,VIP
13872.0,919.57,3,919.57,High Value
13873.0,1038.92,8,1038.92,High Value
13874.0,2049.15,7,2049.15,High Value
13875.0,4814.37,14,4814.37,VIP
13876.0,122.7,1,122.7,Low Value
13877.0,449.68,3,449.68,Medium Value
13878.0,2473.06,4,2473.06,VIP
13879.0,395.5,1,395.5,Medium Value
13880.0,4391.66,17,4391.66,VIP
13881.0,45179.1,43,45179.1,VIP
13882.0,1191.13,5,1191.13,High Value
13883.0,6560.02,15,6560.02,VIP
13884.0,1888.48,10,1888.48,High Value
13885.0,506.8,2,506.8,Medium Value
13886.0,243.56,1,243.56,Low Value
13887.0,349.55,1,349.55,Medium Value
13888.0,2169.05,7,2169.05,High Value
13889.0,1991.23,6,1991.23,High Value
13890.0,2927.38,14,2927.38,VIP
13891.0,863.56,3,863.56,Medium Value
13892.0,1267.65,6,1267.65,High Value
13893.0,821.1,1,821.1,Medium Value
13894.0,564.62,3,564.62,Medium Value
13895.0,4008.52,6,4008.52,VIP
13896.0,388.55,1,388.55,Medium Value
13897.0,1160.72,3,1160.72,High Value
13898.0,686.4,2,686.4,Medium Value
13899.0,388.52,2,388.52,Medium Value
13900.0,1610.5900000000001,6,1610.5900000000001,High Value
13901.0,5676.34,15,5676.34,VIP
13902.0,34095.26,5,34095.26,VIP
13903.0,165.45000000000002,1,165.45000000000002,Low Value
13904.0,332.64,2,332.64,Low Value
13905.0,312.65,1,312.65,Low Value
13906.0,42.0,1,42.0,Low Value
13907.0,136.8,1,136.8,Low Value
13908.0,2369.55,4,2369.55,VIP
13909.0,286.6,2,286.6,Low Value
13911.0,4234.99,20,4234.99,VIP
13912.0,124.95,1,124.95,Low Value
13913.0,42.22,1,42.22,Low Value
13914.0,626.45,2,626.45,Medium Value
13915.0,70.80000000000001,1,70.80000000000001,Low Value
13916.0,1275.81,4,1275.81,High Value
13917.0,272.04,2,272.04,Low Value
13918.0,1212.8400000000001,2,1212.8400000000001,High Value
13919.0,1360.68,4,1360.68,High Value
13920.0,1774.68,4,1774.68,High Value
13921.0,730.7,4,730.7,Medium Value
13922.0,865.2,3,865.2,Medium Value
13923.0,351.13,1,351.13,Medium Value
13924.0,1838.8500000000001,6,1838.8500000000001,High Value
13925.0,678.25,4,678.25,Medium Value
13926.0,223.85000000000002,1,223.85000000000002,Low Value
13927.0,708.26,2,708.26,Medium Value
13928.0,464.57,4,464.57,Medium Value
13929.0,3494.1,11,3494.1,VIP
13930.0,337.34,2,337.34,Low Value
13931.0,5257.38,11,5257.38,VIP
13932.0,307.4,1,307.4,Low Value
13933.0,608.79,2,608.79,Medium Value
13934.0,922.1,1,922.1,High Value
13935.0,6116.92,3,6116.92,VIP
13936.0,939.6600000000001,3,939.6600000000001,High Value
13937.0,880.13,2,880.13,Medium Value
13938.0,71.66,1,71.66,Low Value
13939.0,1560.96,7,1560.96,High Value
13940.0,839.14,4,839.14,Medium Value
13941.0,11122.300000000001,15,11122.300000000001,VIP
13942.0,320.0,1,320.0,Low Value
13943.0,246.54000000000002,1,246.54000000000002,Low Value
13944.0,200.43,1,200.43,Low Value
13945.0,854.1500000000001,2,854.1500000000001,Medium Value
13946.0,1876.23,6,1876.23,High Value
13947.0,90.60000000000001,1,90.60000000000001,Low Value
13948.0,548.76,4,548.76,Medium Value
13949.0,2427.32,6,2427.32,VIP
13950.0,745.0600000000001,4,745.0600000000001,Medium Value
13951.0,674.45,3,674.45,Medium Value
13952.0,12823.521,14,12823.521,VIP
13953.0,6640.68,12,6640.68,VIP
13954.0,439.92,2,439.92,Medium Value
13955.0,545.17,3,545.17,Medium Value
13956.0,1026.42,5,1026.42,High Value
13957.0,458.25,3,458.25,Medium Value
13958.0,4709.2300000000005,8,4709.2300000000005,VIP
13959.0,1076.18,6,1076.18,High Value
13960.0,230.22,2,230.22,Low Value
13961.0,538.4,1,538.4,Medium Value
13962.0,362.8,3,362.8,Medium Value
13963.0,3011.87,17,3011.87,VIP
13964.0,438.9,2,438.9,Medium Value
13965.0,996.61,3,996.61,High Value
13966.0,390.86,1,390.86,Medium Value
13967.0,166.3,2,166.3,Low Value
13968.0,123.66,1,123.66,Low Value
13969.0,13365.87,35,13365.87,VIP
13970.0,846.55,2,846.55,Medium Value
13971.0,4667.57,14,4667.57,VIP
13972.0,190.25,2,190.25,Low Value
13973.0,264.7,1,264.7,Low Value
13974.0,677.72,2,677.72,Medium Value
13975.0,5358.84,12,5358.84,VIP
13976.0,1192.3600000000001,4,1192.3600000000001,High Value
13977.0,519.8100000000001,1,519.8100000000001,Medium Value
13978.0,196.79,2,196.79,Low Value
13979.0,3416.23,7,3416.23,VIP
13980.0,799.92,5,799.92,Medium Value
13981.0,331.14,1,331.14,Low Value
13982.0,4445.59,9,4445.59,VIP
13983.0,7108.45,21,7108.45,VIP
13984.0,2048.6,12,2048.6,High Value
13985.0,10020.86,22,10020.86,VIP
13986.0,320.46,1,320.46,Low Value
13987.0,682.54,2,682.54,Medium Value
13988.0,4757.8,8,4757.8,VIP
13989.0,2026.06,5,2026.06,High Value
13990.0,311.3,1,311.3,Low Value
13991.0,855.97,6,855.97,Medium Value
13992.0,219.5,3,219.5,Low Value
13993.0,6775.71,19,6775.71,VIP
13994.0,2313.14,6,2313.14,VIP
13995.0,3902.01,14,3902.01,VIP
13996.0,895.76,2,895.76,Medium Value
13997.0,382.31,3,382.31,Medium Value
13998.0,566.7,3,566.7,Medium Value
13999.0,9502.26,29,9502.26,VIP
14000.0,2046.34,5,2046.34,High Value
14001.0,4530.09,9,4530.09,VIP
14002.0,529.73,2,529.73,Medium Value
14003.0,209.41,1,209.41,Low Value
14004.0,6258.45,11,6258.45,VIP
14005.0,2874.72,5,2874.72,VIP
14006.0,2196.67,7,2196.67,High Value
14007.0,79.48,1,79.48,Low Value
14008.0,509.04,1,509.04,Medium Value
14009.0,1099.91,3,1099.91,High Value
14010.0,445.15,2,445.15,Medium Value
14011.0,457.82,2,457.82,Medium Value
14012.0,328.8,1,328.8,Low Value
14013.0,1084.57,5,1084.57,High Value
14014.0,1948.21,3,1948.21,High Value
14015.0,917.34,1,917.34,High Value
14016.0,11403.41,11,11403.41,VIP
14017.0,229.75,1,229.75,Low Value
14018.0,367.15,1,367.15,Medium Value
14019.0,1421.6100000000001,3,1421.6100000000001,High Value
14020.0,1249.01,4,1249.01,High Value
14021.0,1716.58,7,1716.58,High Value
14022.0,792.15,2,792.15,Medium Value
14023.0,584.07,2,584.07,Medium Value
14024.0,645.74,3,645.74,Medium Value
14025.0,4057.9,8,4057.9,VIP
14026.0,713.11,2,713.11,Medium Value
14027.0,104.82,1,104.82,Low Value
14028.0,10396.5,3,10396.5,VIP
14029.0,467.66,2,467.66,Medium Value
14030.0,8262.29,20,8262.29,VIP
14031.0,40999.17,44,40999.17,VIP
14032.0,4850.27,16,4850.27,VIP
14033.0,109.44,1,109.44,Low Value
14034.0,651.8199999999999,3,651.8199999999999,Medium Value
14035.0,2856.72,9,2856.72,VIP
14036.0,626.65,1,626.65,Medium Value
14037.0,836.95,6,836.95,Medium Value
14038.0,3069.88,5,3069.88,VIP
14039.0,267.28000000000003,2,267.28000000000003,Low Value
14040.0,12645.57,35,12645.57,VIP
14041.0,141.41,1,141.41,Low Value
14042.0,431.98,1,431.98,Medium Value
14043.0,304.25,2,304.25,Low Value
14044.0,3123.1,10,3123.1,VIP
14045.0,11313.03,16,11313.03,VIP
14046.0,154.99,1,154.99,Low Value
14047.0,4255.03,14,4255.03,VIP
14048.0,748.69,3,748.69,Medium Value
14049.0,13239.03,13,13239.03,VIP
14050.0,746.36,2,746.36,Medium Value
14051.0,22434.0,37,22434.0,VIP
14052.0,480.81,2,480.81,Medium Value
14053.0,572.3,4,572.3,Medium Value
14054.0,92.46000000000001,1,92.46000000000001,Low Value
14055.0,1520.96,3,1520.96,High Value
14056.0,8214.65,23,8214.65,VIP
14057.0,8408.84,22,8408.84,VIP
14058.0,469.19,2,469.19,Medium Value
14059.0,183.6,1,183.6,Low Value
14060.0,9519.08,30,9519.08,VIP
14061.0,917.4300000000001,3,917.4300000000001,High Value
14062.0,25604.2,24,25604.2,VIP
14063.0,22710.2,9,22710.2,VIP
14064.0,3332.42,15,3332.42,VIP
14065.0,891.02,3,891.02,Medium Value
14066.0,152.55,1,152.55,Low Value
14067.0,374.7,2,374.7,Medium Value
14068.0,1528.3700000000001,4,1528.3700000000001,High Value
14069.0,230.06,2,230.06,Low Value
14070.0,326.55,1,326.55,Low Value
14071.0,1438.82,8,1438.82,High Value
14072.0,390.85,1,390.85,Medium Value
14073.0,151.04,1,151.04,Low Value
14074.0,219.4,1,219.4,Low Value
14075.0,1734.87,6,1734.87,High Value
14076.0,122.47,1,122.47,Low Value
14077.0,615.08,6,615.08,Medium Value
14078.0,1692.6299999999999,9,1692.6299999999999,High Value
14079.0,618.73,2,618.73,Medium Value
14080.0,1115.68,5,1115.68,High Value
14081.0,5370.1,10,5370.1,VIP
14082.0,413.36,2,413.36,Medium Value
14083.0,1407.26,11,1407.26,High Value
14084.0,150.5,1,150.5,Low Value
14085.0,10104.97,33,10104.97,VIP
14086.0,39.95,1,39.95,Low Value
14087.0,846.22,3,846.22,Medium Value
14088.0,64036.8,16,64036.8,VIP
14089.0,161.0,1,161.0,Low Value
14090.0,76.32000000000001,1,76.32000000000001,Low Value
14091.0,9530.08,2,9530.08,VIP
14092.0,7229.45,24,7229.45,VIP
14093.0,442.85,1,442.85,Medium Value
14094.0,335.22,1,335.22,Low Value
14095.0,2.95,1,2.95,Low Value
14096.0,65164.79,17,65164.79,VIP
14097.0,422.86,2,422.86,Medium Value
14098.0,147.35,1,147.35,Low Value
14099.0,5765.71,20,5765.71,VIP
14100.0,194.9,1,194.9,Low Value
14101.0,9961.93,13,9961.93,VIP
14102.0,1360.28,5,1360.28,High Value
14104.0,771.58,5,771.58,Medium Value
14105.0,5988.83,5,5988.83,VIP
14106.0,214.8,1,214.8,Low Value
14107.0,4877.3,11,4877.3,VIP
14108.0,1044.96,4,1044.96,High Value
14109.0,144.2,1,144.2,Low Value
14110.0,12987.95,33,12987.95,VIP
14111.0,692.85,4,692.85,Medium Value
14112.0,5834.59,13,5834.59,VIP
14113.0,7092.610000000001,16,7092.610000000001,VIP
14114.0,1364.09,7,1364.09,High Value
14115.0,622.67,2,622.67,Medium Value
14116.0,1382.74,5,1382.74,High Value
14117.0,90.0,1,90.0,Low Value
14118.0,458.45,1,458.45,Medium Value
14119.0,183.37,2,183.37,Low Value
14121.0,2780.15,4,2780.15,VIP
14122.0,362.42,3,362.42,Medium Value
14123.0,436.18,1,436.18,Medium Value
14124.0,419.58,1,419.58,Medium Value
14125.0,2740.43,3,2740.43,VIP
14126.0,1172.46,4,1172.46,High Value
14127.0,1900.0800000000002,6,1900.0800000000002,High Value
14128.0,924.21,3,924.21,High Value
14129.0,2591.34,9,2591.34,VIP
14130.0,1882.67,4,1882.67,High Value
14131.0,187.87,1,187.87,Low Value
14132.0,3586.03,11,3586.03,VIP
14133.0,911.14,4,911.14,High Value
14134.0,11123.35,15,11123.35,VIP
14135.0,9643.92,24,9643.92,VIP
14136.0,1570.81,5,1570.81,High Value
14137.0,332.7,1,332.7,Low Value
14138.0,982.38,2,982.38,High Value
14139.0,1086.8,4,1086.8,High Value
14140.0,935.05,2,935.05,High Value
14141.0,915.13,4,915.13,High Value
14142.0,983.15,2,983.15,High Value
14143.0,115.8,1,115.8,Low Value
14144.0,30.6,1,30.6,Low Value
14145.0,7600.05,7,7600.05,VIP
14146.0,9450.3,12,9450.3,VIP
14147.0,2590.2,9,2590.2,VIP
14148.0,466.29,2,466.29,Medium Value
14149.0,446.62,1,446.62,Medium Value
14150.0,658.64,2,658.64,Medium Value
14151.0,679.45,2,679.45,Medium Value
14152.0,1997.3400000000001,7,1997.3400000000001,High Value
14153.0,233.39999999999998,1,233.39999999999998,Low Value
14154.0,6460.7,8,6460.7,VIP
14155.0,118.75,1,118.75,Low Value
14156.0,313946.37,156,313946.37,VIP
14157.0,1002.7800000000001,5,1002.7800000000001,High Value
14158.0,507.65999999999997,1,507.65999999999997,Medium Value
14159.0,7938.01,20,7938.01,VIP
14160.0,8421.47,7,8421.47,VIP
14161.0,3318.88,7,3318.88,VIP
14162.0,289.36,2,289.36,Low Value
14163.0,2594.62,5,2594.62,VIP
14164.0,1631.77,2,1631.77,High Value
14165.0,122.53999999999999,1,122.53999999999999,Low Value
14166.0,256.85,2,256.85,Low Value
14167.0,1296.49,8,1296.49,High Value
14168.0,370.45,2,370.45,Medium Value
14169.0,624.4300000000001,2,624.4300000000001,Medium Value
14170.0,597.33,3,597.33,Medium Value
14171.0,498.79,2,498.79,Medium Value
14172.0,402.72,3,402.72,Medium Value
14173.0,586.0,6,586.0,Medium Value
14174.0,134.46,1,134.46,Low Value
14175.0,7678.88,8,7678.88,VIP
14176.0,916.01,5,916.01,High Value
14177.0,2229.34,13,2229.34,High Value
14178.0,1620.93,7,1620.93,High Value
14179.0,719.78,2,719.78,Medium Value
14180.0,6319.25,33,6319.25,VIP
14181.0,310.55,2,310.55,Low Value
14182.0,678.77,4,678.77,Medium Value
14183.0,286.29,2,286.29,Low Value
14184.0,452.89,1,452.89,Medium Value
14185.0,197.65,1,197.65,Low Value
14186.0,1550.63,5,1550.63,High Value
14187.0,123.5,1,123.5,Low Value
14188.0,2054.36,6,2054.36,High Value
14189.0,5814.39,16,5814.39,VIP
14190.0,79.9,1,79.9,Low Value
14191.0,4817.66,15,4817.66,VIP
14192.0,293.74,1,293.74,Low Value
14193.0,1210.19,3,1210.19,High Value
14194.0,18670.59,36,18670.59,VIP
14195.0,2615.6,6,2615.6,VIP
14196.0,335.52,1,335.52,Low Value
14197.0,390.05,1,390.05,Medium Value
14198.0,1569.73,9,1569.73,High Value
14199.0,1091.7,4,1091.7,High Value
14200.0,379.2,1,379.2,Medium Value
14201.0,1193.54,10,1193.54,High Value
14202.0,847.76,3,847.76,Medium Value
14203.0,339.34,1,339.34,Low Value
14204.0,1062.96,4,1062.96,High Value
14205.0,2414.2,9,2414.2,VIP
14206.0,1185.01,3,1185.01,High Value
14207.0,157.8,1,157.8,Low Value
14208.0,567.05,2,567.05,Medium Value
14209.0,4993.27,15,4993.27,VIP
14210.0,5861.52,16,5861.52,VIP
14211.0,4402.29,18,4402.29,VIP
14212.0,2190.14,2,2190.14,High Value
14213.0,1192.2,1,1192.2,High Value
14214.0,1004.38,5,1004.38,High Value
14215.0,3416.33,9,3416.33,VIP
14216.0,2150.04,5,2150.04,High Value
14217.0,3416.89,23,3416.89,VIP
14218.0,169.48000000000002,1,169.48000000000002,Low Value
14219.0,633.83,3,633.83,Medium Value
14220.0,1515.0,4,1515.0,High Value
14221.0,6517.49,17,6517.49,VIP
14222.0,683.17,1,683.17,Medium Value
14223.0,991.13,3,991.13,High Value
14224.0,1897.9,9,1897.9,High Value
14225.0,2037.02,4,2037.02,High Value
14226.0,3002.53,6,3002.53,VIP
14227.0,6368.71,15,6368.71,VIP
14228.0,745.5,3,745.5,Medium Value
14229.0,2594.04,7,2594.04,VIP
14230.0,979.8000000000001,3,979.8000000000001,High Value
14231.0,1235.6200000000001,4,1235.6200000000001,High Value
14232.0,2048.07,5,2048.07,High Value
14233.0,2904.27,7,2904.27,VIP
14234.0,775.46,4,775.46,Medium Value
14235.0,4717.99,9,4717.99,VIP
14236.0,1744.64,5,1744.64,High Value
14237.0,632.14,2,632.14,Medium Value
14238.0,434.23,3,434.23,Medium Value
14239.0,4263.17,21,4263.17,VIP
14240.0,1247.49,3,1247.49,High Value
14241.0,333.7,2,333.7,Low Value
14242.0,280.55,2,280.55,Low Value
14243.0,7431.05,17,7431.05,VIP
14244.0,366.41999999999996,1,366.41999999999996,Medium Value
14245.0,1693.45,2,1693.45,High Value
14246.0,1474.06,3,1474.06,High Value
14247.0,772.66,5,772.66,Medium Value
14248.0,1032.95,3,1032.95,High Value
14249.0,5625.461,12,5625.461,VIP
14250.0,1904.05,3,1904.05,High Value
14251.0,2879.7000000000003,5,2879.7000000000003,VIP
14252.0,350.99,1,350.99,Medium Value
14253.0,363.40000000000003,2,363.40000000000003,Medium Value
14254.0,601.03,1,601.03,Medium Value
14255.0,1000.63,1,1000.63,High Value
14256.0,2473.9900000000002,5,2473.9900000000002,VIP
14257.0,5954.45,9,5954.45,VIP
14258.0,32051.34,25,32051.34,VIP
14259.0,120.0,1,120.0,Low Value
14260.0,824.28,3,824.28,Medium Value
14261.0,1163.45,2,1163.45,High Value
14262.0,2618.23,8,2618.23,VIP
14263.0,322.93,1,322.93,Low Value
14264.0,1517.3600000000001,6,1517.3600000000001,High Value
14265.0,1373.35,4,1373.35,High Value
14266.0,40.56,1,40.56,Low Value
14267.0,1516.24,3,1516.24,High Value
14268.0,354.85,1,354.85,Medium Value
14269.0,295.73,1,295.73,Low Value
14270.0,492.65000000000003,1,492.65000000000003,Medium Value
14271.0,219.13,2,219.13,Low Value
14272.0,920.81,4,920.81,High Value
14273.0,559.97,4,559.97,Medium Value
14274.0,256.6,1,256.6,Low Value
14275.0,1189.3799999999999,6,1189.3799999999999,High Value
14276.0,2102.68,7,2102.68,High Value
14277.0,17225.81,9,17225.81,VIP
14278.0,205.83,1,205.83,Low Value
14279.0,191.86,2,191.86,Low Value
14280.0,134.04,1,134.04,Low Value
14281.0,245.15,1,245.15,Low Value
14282.0,7849.66,25,7849.66,VIP
14283.0,628.44,4,628.44,Medium Value
14284.0,1299.65,3,1299.65,High Value
14285.0,3284.42,8,3284.42,VIP
14286.0,8479.76,7,8479.76,VIP
14287.0,176.63,3,176.63,Low Value
14288.0,426.6,1,426.6,Medium Value
14289.0,911.26,6,911.26,High Value
14290.0,4516.56,8,4516.56,VIP
14291.0,7904.1,23,7904.1,VIP
14292.0,9226.25,16,9226.25,VIP
14293.0,3267.9300000000003,9,3267.9300000000003,VIP
14294.0,375.34000000000003,1,375.34000000000003,Medium Value
14295.0,2362.91,5,2362.91,VIP
14296.0,456.4,2,456.4,Medium Value
14297.0,1305.33,4,1305.33,High Value
14298.0,91194.49,82,91194.49,VIP
14299.0,14499.49,27,14499.49,VIP
14300.0,43.2,1,43.2,Low Value
14301.0,1992.18,4,1992.18,High Value
14302.0,742.9000000000001,3,742.9000000000001,Medium Value
14303.0,277.94,2,277.94,Low Value
14304.0,1725.01,3,1725.01,High Value
14305.0,1858.96,3,1858.96,High Value
14306.0,3151.4,6,3151.4,VIP
14307.0,5071.03,10,5071.03,VIP
14308.0,1147.02,2,1147.02,High Value
14309.0,3780.81,11,3780.81,VIP
14310.0,492.1,1,492.1,Medium Value
14311.0,516.45,2,516.45,Medium Value
14312.0,3090.29,11,3090.29,VIP
14314.0,229.79999999999998,2,229.79999999999998,Low Value
14315.0,3197.82,8,3197.82,VIP
14316.0,1370.34,5,1370.34,High Value
14317.0,508.58,1,508.58,Medium Value
14318.0,158.02,1,158.02,Low Value
14319.0,494.85,1,494.85,Medium Value
14320.0,1346.75,5,1346.75,High Value
14321.0,2218.06,7,2218.06,High Value
14322.0,474.1,4,474.1,Medium Value
14323.0,605.0600000000001,2,605.0600000000001,Medium Value
14324.0,701.61,2,701.61,Medium Value
14325.0,245.48000000000002,1,245.48000000000002,Low Value
14326.0,940.98,3,940.98,High Value
14327.0,1894.93,6,1894.93,High Value
14328.0,445.05,1,445.05,Medium Value
14329.0,9927.22,15,9927.22,VIP
14330.0,200.63,1,200.63,Low Value
14331.0,462.66,2,462.66,Medium Value
14332.0,1943.51,5,1943.51,High Value
14333.0,415.2,1,415.2,Medium Value
14334.0,4318.4800000000005,12,4318.4800000000005,VIP
14335.0,468.26,2,468.26,Medium Value
14336.0,1614.91,4,1614.91,High Value
14338.0,928.1,3,928.1,High Value
14339.0,620.27,2,620.27,Medium Value
14340.0,134.7,1,134.7,Low Value
14341.0,4467.32,18,4467.32,VIP
14342.0,918.44,6,918.44,High Value
14343.0,1088.91,4,1088.91,High Value
14344.0,3333.7000000000003,20,3333.7000000000003,VIP
14345.0,108.98,1,108.98,Low Value
14346.0,2315.75,5,2315.75,VIP
14347.0,82.60000000000001,1,82.60000000000001,Low Value
14348.0,409.57,1,409.57,Medium Value
14349.0,133.5,1,133.5,Low Value
14350.0,972.03,3,972.03,High Value
14351.0,51.0,1,51.0,Low Value
14352.0,1078.96,4,1078.96,High Value
14353.0,376.5,3,376.5,Medium Value
14354.0,163.62,2,163.62,Low Value
14355.0,1014.45,3,1014.45,High Value
14356.0,701.23,2,701.23,Medium Value
14357.0,225.77,1,225.77,Low Value
14358.0,400.06,2,400.06,Medium Value
14359.0,912.1800000000001,3,912.1800000000001,High Value
14360.0,2128.23,4,2128.23,High Value
14361.0,214.71,1,214.71,Low Value
14362.0,161.2,1,161.2,Low Value
14363.0,227.47000000000003,2,227.47000000000003,Low Value
14364.0,3717.35,8,3717.35,VIP
14365.0,634.68,2,634.68,Medium Value
14366.0,136.0,1,136.0,Low Value
14367.0,9261.52,16,9261.52,VIP
14368.0,155.0,1,155.0,Low Value
14369.0,469.13,2,469.13,Medium Value
14370.0,1175.78,6,1175.78,High Value
14371.0,100.5,1,100.5,Low Value
14372.0,860.08,2,860.08,Medium Value
